,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6744,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Punk Society,32.7847588112747,-96.78382147510246,Nightclub
6745,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,CrossFit Deep Ellum,32.78217281868498,-96.78470285422082,Gym
6746,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Buzzbrews,32.783407683933156,-96.78316644660876,Diner
6747,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Reno's Chop Shop,32.78511421875189,-96.7836518353626,Dive Bar
6748,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Stonedeck Pizza Pub,32.78433489164162,-96.786053628497,Pizza Place
6749,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Double Wide,32.78508099674698,-96.77382874024627,Dive Bar
6750,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Pink Lucy Boutique,32.78824863754612,-96.78625702857971,Boutique
6751,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Deep Ellum sign,32.783219439711395,-96.7864740302868,Public Art
6752,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Wits End,32.78447860191713,-96.78370544944612,Dive Bar
6753,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Adair's Saloon,32.782743133440256,-96.78525927335248,Dive Bar
6754,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Trunk Club - Dallas,32.7834329,-96.7731999,Clothing Store
6755,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Sandbar Cantina and Grill,32.78345532443431,-96.77430126269246,Bar
6756,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,The Prophet Bar,32.7837638,-96.78709270000002,Bar
6757,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Chick-fil-A,32.789984,-96.780595,Fast Food Restaurant
6758,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,The Mozzarella Company,32.78509820821771,-96.78089997363851,Cheese Shop
6759,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Mama Mia,32.785179496720765,-96.78109092176828,Italian Restaurant
6760,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Dallas Farmers Market,32.77763,-96.78929,Farmers Market
6761,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Bark Park Central,32.78199627809183,-96.78687676385884,Dog Run
6762,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Walking Tall (Traveling Man series),32.78608508751356,-96.7885557190568,Sculpture Garden
6763,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Ruibal's Plants of Texas,32.77841277124539,-96.79041504400966,Garden Center
6764,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Backyard,32.78562954887082,-96.78926635030126,Beer Garden
6765,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Craft and Growler,32.78143818059919,-96.7667709218362,Bar
6766,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Camden Farmers Market Gym,32.78017151593149,-96.7892891304243,Gym
6767,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Palmieri Cafe,32.77767788424367,-96.79026301050331,Coffee Shop
6768,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Sandaga 813,32.782269273334634,-96.76757508731585,Jazz Club
6769,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Coolhaus,32.77754241231686,-96.79023994828503,Food Truck
6770,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Exall Park,32.79429189502202,-96.78424127266491,Park
6771,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,The Church,32.784946347700206,-96.79030420261921,Nightclub
6772,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Rex's Seafood at the Farmer's Market,32.77773640011458,-96.78997656839964,Seafood Restaurant
6773,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Green Door Public House,32.77852685136748,-96.79207718213242,American Restaurant
6774,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Noble Coyote Coffee Roasters,32.78235749149164,-96.76734352880537,Coffee Shop
6775,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Las Almas Rotas,32.781833840908675,-96.7665583047041,Bar
6776,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Meadows Foundation Dog Park,32.7890641166082,-96.78568568781856,Dog Run
6777,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Mudhen Meat and Greens,32.77786039379871,-96.79050877170721,American Restaurant
6778,"Swiss Avenue, Dallas, TX",32.7843924,-96.78018490000001,Maracas Cocina Mexicana,32.78434414702988,-96.78148238200002,Mexican Restaurant
6779,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Deep Ellum Brewing Company,32.78085276956194,-96.78142447970009,Brewery
6780,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Cold Beer Company,32.78557837736127,-96.77450129393758,Dive Bar
6781,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,All Vapes,32.78559150060752,-96.77571014274238,Smoke Shop
6782,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Deep Ellum Art Co,32.78417917489424,-96.7773782629338,Bar
6783,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Niwa Japanese BBQ,32.78457915234193,-96.78082270760372,Japanese Restaurant
6784,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Murray Street Coffee Shop,32.78501702008541,-96.77794093775283,Coffee Shop
6785,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Bucky Moonshine's,32.7848994432679,-96.78205099381843,Southern / Soul Food Restaurant
6786,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Sons of Hermann Hall,32.78609558268623,-96.77559859365904,Music Venue
6787,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Uncle Uber's,32.78333673600182,-96.78338886752523,Sports Bar
6788,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Bomb Factory,32.78227758213327,-96.78372237638405,Rock Club
6789,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Mokah Coffee & Tea,32.781788669029915,-96.78211220534156,Coffee Shop
6790,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Deep Vellum Books,32.78370308164684,-96.7803036182937,Bookstore
6791,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Emporium Pies,32.78372121217465,-96.78370461068162,Dessert Shop
6792,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Pecan Lodge,32.78371238866661,-96.78393273680322,BBQ Joint
6793,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Pepe & Mito's Mexican Cafe,32.78509927848842,-96.78199709027253,Mexican Restaurant
6794,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Angry Dog,32.78313600110227,-96.7835886176816,Burger Joint
6795,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Trunk Club - Dallas,32.7834329,-96.7731999,Clothing Store
6796,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,St. Pete's Dancing Marlin,32.782862,-96.783401,Bar
6797,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Hide,32.784665911131974,-96.78292824045582,Cocktail Bar
6798,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Serious Pizza,32.784785702382905,-96.78327432696608,Pizza Place
6799,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Dot's Hop House,32.783179045129,-96.78451977854641,Bar
6800,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Zåtar Lebanese Tapas & Bar,32.78364850888207,-96.78215976789718,Middle Eastern Restaurant
6801,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Leather Masters,32.78439426355343,-96.78047153509836,Leather Goods Store
6802,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Baker's Ribs,32.78488485402089,-96.77928480817238,BBQ Joint
6803,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Monkey King Noodle Co.,32.78463,-96.78094,Noodle House
6804,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Sandbar Cantina and Grill,32.78345532443431,-96.77430126269246,Bar
6805,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Cafe Brazil,32.78491767676885,-96.78291118660617,Diner
6806,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Baylor Tom Landry Health and Wellness Center,32.788599235407105,-96.77645027116392,Gym / Fitness Center
6807,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Craft and Growler,32.78143818059919,-96.7667709218362,Bar
6808,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Black Swan Saloon,32.78442175581616,-96.78428953446297,Dive Bar
6809,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Armoury D.E.,32.784383092695904,-96.78406012141457,Bar
6810,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Ruins,32.78320735092136,-96.78403490313208,Cocktail Bar
6811,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Life In Deep Ellum,32.781748240942235,-96.78228359331602,Music Venue
6812,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Upper Paw,32.78342765917668,-96.78288621782444,Pet Store
6813,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Cane Rosso,32.78258089529209,-96.7855247311329,Pizza Place
6814,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Double Wide,32.78508099674698,-96.77382874024627,Dive Bar
6815,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Sandaga 813,32.782269273334634,-96.76757508731585,Jazz Club
6816,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Braindead Brewing,32.78391856950079,-96.78534683423295,Brewery
6817,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Easy Slider,32.783956176548195,-96.7842631832397,Burger Joint
6818,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Twisted Root Burger Co.,32.78290592755681,-96.78545367892681,American Restaurant
6819,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Las Almas Rotas,32.781833840908675,-96.7665583047041,Bar
6820,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Stirr,32.78410550919891,-96.78334278316689,American Restaurant
6821,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Noble Coyote Coffee Roasters,32.78235749149164,-96.76734352880537,Coffee Shop
6822,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Deep Sushi,32.78412053327754,-96.78556612902496,Sushi Restaurant
6823,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Dallas Summer Musicals,32.78031316720657,-96.7659748830372,Theater
6824,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Fuzzy's Taco Shop,32.784406,-96.784422,Mexican Restaurant
6825,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Free Man,32.782774888831945,-96.78518629841116,Cajun / Creole Restaurant
6826,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Merit Coffee,32.783842,-96.785201,Coffee Shop
6827,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Quixotic World - Theatre House & Magikal Event Space,32.78395210000001,-96.782263,Performing Arts Venue
6828,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Kettle Art Gallery,32.783632489497336,-96.78439031630504,Art Gallery
6829,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,All Good Cafe,32.7844112160402,-96.78075101357028,American Restaurant
6830,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,bobaddiction,32.78466133677569,-96.77980039109384,Bubble Tea Shop
6831,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Twilite Lounge,32.7843234772556,-96.78498996711127,Bar
6832,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Music Hall at Fair Park,32.78038329183285,-96.76594734191895,Performing Arts Venue
6833,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Curtain Club,32.78373558846028,-96.7833046748413,Rock Club
6834,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Trees,32.78464826879576,-96.78451891740097,Rock Club
6835,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Nori Handroll Bar,32.78467279104992,-96.78295045412439,Sushi Restaurant
6836,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Rocket Fizz,32.783966009621196,-96.784127171534,Candy Store
6837,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Nines,32.78443092903151,-96.78172427874662,Nightclub
6838,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Club Dada,32.78452028226828,-96.78394704307757,Music Venue
6839,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,African American Museum,32.77905399861279,-96.76442625895027,History Museum
6840,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Brick & Bones,32.78463443646022,-96.78417933607204,Fried Chicken Joint
6841,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Green Room,32.78468911818022,-96.78414301902166,Bar
6842,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Dallas Comedy House,32.78318294653364,-96.784495842985,Comedy Club
6843,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,High & Tight,32.78407714257212,-96.7840962787592,Cocktail Bar
6844,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Eight Bells Alehouse,32.78223268475999,-96.76680278648294,Pub
6845,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Revolver Taco Lounge,32.78399343621034,-96.7842042606713,Taco Place
6846,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Stackhouse Burgers,32.78793876736285,-96.78429598030473,Burger Joint
6847,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Chills 360,32.78438076429579,-96.78468752260702,Ice Cream Shop
6848,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Automobile Building,32.78079407209703,-96.76369462982294,Museum
6849,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Off the Record,32.784436725177905,-96.78398630465462,Bar
6850,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,CrossFit Deep Ellum,32.78217281868498,-96.78470285422082,Gym
6851,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Vidorra,32.783563407232634,-96.7848016348857,Mexican Restaurant
6852,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Harlowe MXM,32.78427582486335,-96.7824232798911,New American Restaurant
6853,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Anvil Pub,32.78430172276932,-96.78508789409656,Pub
6854,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Three Links,32.784452657763076,-96.78446634472814,Rock Club
6855,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Shoals,32.78403669718818,-96.78597175267221,Bar
6856,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Two Sisters Catering,32.7862410546209,-96.78688987874787,Deli / Bodega
6857,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Buzzbrews,32.783407683933156,-96.78316644660876,Diner
6858,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Dallas Farmers Market,32.77763,-96.78929,Farmers Market
6859,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Fair Park,32.77958950271796,-96.76172018051147,Park
6860,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Punk Society,32.7847588112747,-96.78382147510246,Nightclub
6861,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,WAAS Gallery,32.772959675249254,-96.77478104910634,Art Gallery
6862,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Centennial Hall,32.78228438760537,-96.76345833388764,Event Space
6863,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Stonedeck Pizza Pub,32.78433489164162,-96.786053628497,Pizza Place
6864,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Ruibal's Plants of Texas,32.77841277124539,-96.79041504400966,Garden Center
6865,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Reno's Chop Shop,32.78511421875189,-96.7836518353626,Dive Bar
6866,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Deep Ellum sign,32.783219439711395,-96.7864740302868,Public Art
6867,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Adair's Saloon,32.782743133440256,-96.78525927335248,Dive Bar
6868,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Coolhaus,32.77754241231686,-96.79023994828503,Food Truck
6869,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Palmieri Cafe,32.77767788424367,-96.79026301050331,Coffee Shop
6870,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Bark Park Central,32.78199627809183,-96.78687676385884,Dog Run
6871,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Rex's Seafood at the Farmer's Market,32.77773640011458,-96.78997656839964,Seafood Restaurant
6872,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Prophet Bar,32.7837638,-96.78709270000002,Bar
6873,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Pink Lucy Boutique,32.78824863754612,-96.78625702857971,Boutique
6874,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Wits End,32.78447860191713,-96.78370544944612,Dive Bar
6875,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,The Mozzarella Company,32.78509820821771,-96.78089997363851,Cheese Shop
6876,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Camden Farmers Market Gym,32.78017151593149,-96.7892891304243,Gym
6877,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,Chick-fil-A,32.789984,-96.780595,Fast Food Restaurant
6878,"Deep Ellum, Dallas, TX",32.781204100000004,-96.7759842,It'll Do Club,32.79120734629768,-96.76903033157039,Nightclub
6879,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Bucky Moonshine's,32.7848994432679,-96.78205099381843,Southern / Soul Food Restaurant
6880,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Niwa Japanese BBQ,32.78457915234193,-96.78082270760372,Japanese Restaurant
6881,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Pepe & Mito's Mexican Cafe,32.78509927848842,-96.78199709027253,Mexican Restaurant
6882,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Hide,32.784665911131974,-96.78292824045582,Cocktail Bar
6883,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Serious Pizza,32.784785702382905,-96.78327432696608,Pizza Place
6884,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Uncle Uber's,32.78333673600182,-96.78338886752523,Sports Bar
6885,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Cafe Brazil,32.78491767676885,-96.78291118660617,Diner
6886,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Emporium Pies,32.78372121217465,-96.78370461068162,Dessert Shop
6887,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Pecan Lodge,32.78371238866661,-96.78393273680322,BBQ Joint
6888,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Black Swan Saloon,32.78442175581616,-96.78428953446297,Dive Bar
6889,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Armoury D.E.,32.784383092695904,-96.78406012141457,Bar
6890,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Deep Ellum Brewing Company,32.78085276956194,-96.78142447970009,Brewery
6891,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Zåtar Lebanese Tapas & Bar,32.78364850888207,-96.78215976789718,Middle Eastern Restaurant
6892,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Angry Dog,32.78313600110227,-96.7835886176816,Burger Joint
6893,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Dot's Hop House,32.783179045129,-96.78451977854641,Bar
6894,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Bomb Factory,32.78227758213327,-96.78372237638405,Rock Club
6895,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,St. Pete's Dancing Marlin,32.782862,-96.783401,Bar
6896,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Murray Street Coffee Shop,32.78501702008541,-96.77794093775283,Coffee Shop
6897,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Monkey King Noodle Co.,32.78463,-96.78094,Noodle House
6898,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Ruins,32.78320735092136,-96.78403490313208,Cocktail Bar
6899,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Upper Paw,32.78342765917668,-96.78288621782444,Pet Store
6900,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Leather Masters,32.78439426355343,-96.78047153509836,Leather Goods Store
6901,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Easy Slider,32.783956176548195,-96.7842631832397,Burger Joint
6902,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Deep Vellum Books,32.78370308164684,-96.7803036182937,Bookstore
6903,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Braindead Brewing,32.78391856950079,-96.78534683423295,Brewery
6904,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Stirr,32.78410550919891,-96.78334278316689,American Restaurant
6905,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Baker's Ribs,32.78488485402089,-96.77928480817238,BBQ Joint
6906,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Mokah Coffee & Tea,32.781788669029915,-96.78211220534156,Coffee Shop
6907,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Deep Sushi,32.78412053327754,-96.78556612902496,Sushi Restaurant
6908,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Cane Rosso,32.78258089529209,-96.7855247311329,Pizza Place
6909,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Twisted Root Burger Co.,32.78290592755681,-96.78545367892681,American Restaurant
6910,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Deep Ellum Art Co,32.78417917489424,-96.7773782629338,Bar
6911,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Fuzzy's Taco Shop,32.784406,-96.784422,Mexican Restaurant
6912,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,All Vapes,32.78559150060752,-96.77571014274238,Smoke Shop
6913,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Quixotic World - Theatre House & Magikal Event Space,32.78395210000001,-96.782263,Performing Arts Venue
6914,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Merit Coffee,32.783842,-96.785201,Coffee Shop
6915,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Twilite Lounge,32.7843234772556,-96.78498996711127,Bar
6916,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Baylor Tom Landry Health and Wellness Center,32.788599235407105,-96.77645027116392,Gym / Fitness Center
6917,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Nori Handroll Bar,32.78467279104992,-96.78295045412439,Sushi Restaurant
6918,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Trees,32.78464826879576,-96.78451891740097,Rock Club
6919,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Cold Beer Company,32.78557837736127,-96.77450129393758,Dive Bar
6920,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Sons of Hermann Hall,32.78609558268623,-96.77559859365904,Music Venue
6921,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Kettle Art Gallery,32.783632489497336,-96.78439031630504,Art Gallery
6922,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Life In Deep Ellum,32.781748240942235,-96.78228359331602,Music Venue
6923,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Club Dada,32.78452028226828,-96.78394704307757,Music Venue
6924,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Curtain Club,32.78373558846028,-96.7833046748413,Rock Club
6925,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Free Man,32.782774888831945,-96.78518629841116,Cajun / Creole Restaurant
6926,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Brick & Bones,32.78463443646022,-96.78417933607204,Fried Chicken Joint
6927,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Rocket Fizz,32.783966009621196,-96.784127171534,Candy Store
6928,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Nines,32.78443092903151,-96.78172427874662,Nightclub
6929,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Stackhouse Burgers,32.78793876736285,-96.78429598030473,Burger Joint
6930,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,All Good Cafe,32.7844112160402,-96.78075101357028,American Restaurant
6931,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,The Green Room,32.78468911818022,-96.78414301902166,Bar
6932,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,High & Tight,32.78407714257212,-96.7840962787592,Cocktail Bar
6933,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,bobaddiction,32.78466133677569,-96.77980039109384,Bubble Tea Shop
6934,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Chills 360,32.78438076429579,-96.78468752260702,Ice Cream Shop
6935,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Revolver Taco Lounge,32.78399343621034,-96.7842042606713,Taco Place
6936,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Off the Record,32.784436725177905,-96.78398630465462,Bar
6937,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Dallas Comedy House,32.78318294653364,-96.784495842985,Comedy Club
6938,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Harlowe MXM,32.78427582486335,-96.7824232798911,New American Restaurant
6939,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Three Links,32.784452657763076,-96.78446634472814,Rock Club
6940,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Anvil Pub,32.78430172276932,-96.78508789409656,Pub
6941,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Vidorra,32.783563407232634,-96.7848016348857,Mexican Restaurant
6942,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Two Sisters Catering,32.7862410546209,-96.78688987874787,Deli / Bodega
6943,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Shoals,32.78403669718818,-96.78597175267221,Bar
6944,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Punk Society,32.7847588112747,-96.78382147510246,Nightclub
6945,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,CrossFit Deep Ellum,32.78217281868498,-96.78470285422082,Gym
6946,"Deep Ellum, Dallas, TX",32.7843924,-96.78018490000001,Buzzbrews,32.783407683933156,-96.78316644660876,Diner
